Id,SalePrice
2504,177000
2505,219500
2506,248900
2507,305900
2508,248900
2509,214000
2510,227000
2511,187750
2512,215200
2513,223500
2514,230500
2515,148000
2516,161750
2517,137500
2518,149350
2519,231500
2520,208500
2521,192500
2522,225000
2523,141000
2524,132500
2525,137500
2526,139000
2527,129900
2528,128500
2529,131500
2530,116000
2531,248328
2532,226000
2533,194201
2534,232000
2535,290000
2536,228500
2537,220000
2538,183500
2539,187100
2540,176432
2541,180000
2542,174000
2543,138500
2544,125500
2545,137000
2546,142000
2547,135960
2548,158000
2549,165600
2550,184750
2551,145000
2552,123500
2553,84500
2554,119500
2555,110000
2556,110000
2557,115000
2558,152000
2559,138000
2560,128000
2561,145000
2562,130000
2563,145000
2564,163000
2565,135000
2566,155000
2567,128000
2568,186700
2569,190000
2570,125000
2571,179200
2572,180000
2573,219500
2574,283463
2575,119000
2576,137500
2577,151400
2578,99900
2579,85000
2580,137000
2581,132500
2582,118000
2583,275000
2584,163500
2585,179900
2586,215000
2587,215000
2588,145000
2589,144000
2590,227000
2591,215000
2592,213500
2593,253293
2594,176000
2595,213500
2596,319900
2597,181900
2598,268000
2599,315500
2600,144000
2601,143000
2602,86000
2603,91000
2604,87000
2605,88000
2606,145000
2607,175000
2608,205000
2609,165000
2610,112000
2611,143000
2612,153900
2613,129900
2614,130000
2615,145250
2616,142500
2617,181900
2618,176000
2619,207500
2620,187500
2621,181000
2622,187000
2623,240000
2624,260400
2625,315000
2626,165000
2627,180000
2628,437154
2629,625000
2630,336000
2631,446261
2632,412500
2633,318061
2634,377500
2635,152000
2636,196500
2637,175500
2638,260000
2639,186700
2640,153500
2641,110000
2642,181000
2643,116900
2644,133000
2645,100000
2646,89500
2647,100000
2648,129000
2649,148000
2650,145000
2651,151000
2652,426000
2653,255500
2654,240000
2655,372402
2656,290000
2657,325624
2658,281000
2659,290000
2660,318000
2661,315000
2662,315000
2663,275000
2664,277500
2665,318000
2666,277500
2667,174000
2668,179665
2669,176432
2670,285000
2671,179665
2672,187500
2673,220000
2674,216837
2675,175500
2676,189000
2677,190000
2678,265000
2679,252000
2680,285000
2681,410000
2682,325000
2683,556581
2684,295493
2685,315750
2686,269500
2687,318000
2688,230000
2689,213500
2690,440000
2691,186000
2692,147000
2693,183000
2694,147000
2695,192500
2696,189000
2697,189000
2698,201000
2699,178000
2700,162500
2701,164500
2702,118000
2703,136905
2704,144000
2705,126000
2706,123000
2707,125500
2708,134500
2709,115000
2710,125500
2711,274970
2712,341000
2713,187750
2714,151000
2715,176000
2716,175900
2717,184000
2718,228500
2719,156000
2720,167000
2721,137500
2722,160000
2723,147000
2724,128000
2725,129500
2726,146000
2727,165600
2728,165000
2729,149500
2730,145000
2731,119000
2732,124500
2733,162900
2734,143000
2735,137000
2736,152000
2737,123000
2738,135000
2739,158500
2740,142125
2741,149500
2742,153000
2743,153000
2744,147500
2745,139000
2746,139400
2747,149000
2748,124000
2749,132250
2750,136000
2751,138500
2752,223500
2753,153000
2754,200624
2755,125500
2756,105000
2757,81000
2758,99900
2759,151000
2760,135000
2761,155000
2762,148000
2763,186700
2764,170000
2765,250000
2766,137000
2767,93500
2768,140000
2769,128500
2770,146000
2771,118000
2772,127000
2773,135000
2774,131500
2775,127000
2776,127500
2777,145000
2778,140000
2779,124500
2780,107000
2781,100000
2782,105000
2783,109900
2784,124900
2785,129500
2786,83000
2787,119000
2788,87000
2789,197000
2790,89500
2791,115000
2792,67000
2793,185000
2794,89471
2795,114500
2796,95000
2797,186700
2798,108000
2799,120000
2800,80500
2801,110000
2802,135000
2803,141000
2804,143000
2805,101800
2806,87000
2807,151000
2808,150000
2809,135500
2810,133000
2811,158000
2812,144000
2813,154500
2814,149900
2815,102000
2816,241500
2817,140000
2818,137000
2819,180000
2820,142125
2821,105000
2822,185000
2823,243000
2824,175000
2825,149900
2826,142125
2827,140000
2828,211000
2829,176500
2830,221500
2831,193879
2832,216500
2833,287090
2834,215000
2835,220000
2836,194201
2837,159000
2838,154500
2839,180000
2840,192000
2841,200000
2842,213000
2843,145250
2844,148000
2845,120500
2846,215000
2847,193000
2848,220000
2849,213000
2850,275000
2851,235000
2852,230500
2853,241500
2854,137500
2855,195400
2856,212900
2857,190000
2858,194201
2859,128000
2860,127500
2861,137900
2862,193000
2863,126000
2864,263000
2865,144000
2866,137500
2867,101800
2868,110000
2869,122500
2870,157500
2871,102000
2872,66500
2873,104900
2874,137000
2875,123500
2876,155000
2877,133900
2878,157000
2879,140000
2880,108959
2881,141000
2882,162900
2883,169500
2884,178000
2885,176500
2886,190000
2887,109000
2888,120000
2889,55000
2890,83000
2891,135500
2892,80500
2893,102000
2894,55000
2895,318061
2896,275000
2897,197900
2898,140000
2899,230000
2900,157900
2901,190000
2902,179000
2903,326000
2904,377426
2905,112000
2906,206300
2907,125500
2908,128200
2909,141000
2910,86000
2911,86000
2912,159950
2913,91000
2914,89500
2915,88000
2916,88000
2917,160000
2918,126000
2919,228000
